职位,公司名称,地址,经度,纬度,网址
天津德邦：招聘夜班分拣员/搬运工/提供住宿,上海赫持货运代理有限公司,面试乘车路线：天津站做570路公交，在宁河现代产业园公交站下车，联系电话：18016372590 孙先生 微信同号,0,0,https://jobs.51job.com/tianjin-nhq/102597059.html?s=01&t=0
车辆管理员,成都领达物流有限公司,一汽大众生产基地,117.8133844,39.35884119,https://jobs.51job.com/tianjin-nhq/102674346.html?s=01&t=0
天津德邦：招聘夜班分拣员/搬运工/提供住宿,上海赫持货运代理有限公司,面试乘车路线：天津站做570路公交，在宁河现代产业园公交站下车，联系电话：18016372590 孙先生 微信同号,0,0,https://jobs.51job.com/tianjin-nhq/102980536.html?s=01&t=0
天津-夜班搬运工-提供住宿-月薪6k以上,上海凯立企业管理有限公司,天津市宁河区安捷西路2号德邦物流：乘车路线:乘坐570公交车在现代产业园站下车。 联系电话：15921704464 张先生,0,0,https://jobs.51job.com/tianjin-nhq/103458639.html?s=01&t=0
天津-夜班分拣员-提供住宿-男女不限,上海凯立企业管理有限公司,天津市宁河区安捷西路2号德邦物流：乘车路线:乘坐570公交车在现代产业园站下车。 联系电话：15921704464 张先生,0,0,https://jobs.51job.com/tianjin-nhq/103458666.html?s=01&t=0
仓库管理员,北京远大洪雨防水材料有限责任公司,芦台经济开发区远大洪雨生产基地,117.8319539,39.33432833,https://jobs.51job.com/tianjin-nhq/92054682.html?s=01&t=0
库管员,成都一汽四环汽车内饰件有限公司,宁河区现代产业区,117.7848151,39.21684093,https://jobs.51job.com/tianjin-nhq/93476066.html?s=01&t=0
仓库管理员,天津禹帆物流有限公司,天津市一汽大众产业园区,117.8133844,39.35884119,https://jobs.51job.com/tianjin-nhq/95588715.html?s=01&t=0
理货员,天津禹帆物流有限公司,天津市一汽大众产业园区,117.8133844,39.35884119,https://jobs.51job.com/tianjin-nhq/98384513.html?s=01&t=0
天津德邦夜班搬运工/月薪7千以上,上海赫持货运代理有限公司,面试乘车路线：天津站做570路公交，在宁河现代产业园公交站下车，联系电话：18016372590 孙先生 微信同号,0,0,https://jobs.51job.com/tianjin-nhq/99117722.html?s=01&t=0
天津德邦：夜班分拣员/月薪6千以上,上海赫持货运代理有限公司,面试乘车路线：天津站做570路公交，在宁河现代产业园公交站下车，联系电话：18016372590 孙先生 微信同号,0,0,https://jobs.51job.com/tianjin-nhq/99117751.html?s=01&t=0
天津德邦：夜班分拣员/月薪6千以上,上海赫持货运代理有限公司,面试乘车路线：天津站做570路公交，在宁河现代产业园公交站下车，联系电话：18016372590 孙先生 微信同号,0,0,https://jobs.51job.com/tianjin-nhq/99456887.html?s=01&t=0
库管,天津市飞亚电线电缆有限公司,天津市南开区新南马路五金城3区32栋3号,117.1253833,39.13935506,https://jobs.51job.com/tianjin-nkq/100599225.html?s=01&t=0
仓库管理员 包吃住 带薪年假,武汉神码浮云科技有限公司,南开区,117.1627279,39.11698729,https://jobs.51job.com/tianjin-nkq/100631892.html?s=01&t=0
仓库管理员,天津扬天科技有限公司,金坪路10号,117.2108131,39.1439299,https://jobs.51job.com/tianjin-nkq/100818450.html?s=01&t=0
仓库管理员 绩效奖金/双休,武汉建中伟业科技有限公司,南开区鞍山西道,117.169287,39.12025223,https://jobs.51job.com/tianjin-nkq/100871172.html?s=01&t=0
仓库管理员,天津市润源商贸有限公司,密云路新南马路五金城1区29栋102,117.131436,39.14154014,https://jobs.51job.com/tianjin-nkq/101069306.html?s=01&t=0
仓库管理员（包吃包住）,武汉建中伟业科技有限公司,南开区鞍山西道,117.169287,39.12025223,https://jobs.51job.com/tianjin-nkq/101121380.html?s=01&t=0
仓库管理员（儿童玩具）,天津鑫乐诚商贸有限公司,天津市东北角壹街区,117.2108131,39.1439299,https://jobs.51job.com/tianjin-nkq/101528079.html?s=01&t=0
仓库管理员,天津市创翔电子科技有限公司,天津南开区兰苑路海泰工房时代3-103,117.1387124,39.09934034,https://jobs.51job.com/tianjin-nkq/101625374.html?s=01&t=0
暑期工仓库管理员,青岛海信电器营销股份有限公司天津分公司,天津市南开区金平路4号四方科技大厦B单元302室,117.1414011,39.12633984,https://jobs.51job.com/tianjin-nkq/101635705.html?s=01&t=0
仓库管理员,卡尔迪雅（天津）医疗器械有限公司,华苑产业区兰苑路5号留学生创业园D座二楼,117.1369113,39.10056322,https://jobs.51job.com/tianjin-nkq/101778645.html?s=01&t=0
仓库管理员,天津市世和科技发展有限公司,南开区华苑产业园区梓苑路6号B座西侧二楼,117.1220097,39.10026497,https://jobs.51job.com/tianjin-nkq/102024355.html?s=01&t=0
搬运工,天津恒宇昌科技发展有限公司,华苑产业园榕苑路15号（鑫茂科技园军民园）5号楼C座501,117.1310204,39.09402879,https://jobs.51job.com/tianjin-nkq/102282045.html?s=01&t=0
仓库管理员,天津鑫茂科技投资集团有限公司,南开区华苑科技园榕苑路1号鑫茂天财酒店,117.1257485,39.10401441,https://jobs.51job.com/tianjin-nkq/102350965.html?s=01&t=0
仓库管理员,河北瑞鹤医疗器械有限公司,西马路东侧富力大厦404室,117.1821407,39.15137444,https://jobs.51job.com/tianjin-nkq/102485329.html?s=01&t=0
仓库理货员,天津市美轩吉之岛服饰店,南开区资阳路5号鑫茂民营科技园A座cd单元三楼,117.1394898,39.12700251,https://jobs.51job.com/tianjin-nkq/102533227.html?s=01&t=0
仓库管理员（南开鲁能购物中心）,天津睿策立德科技有限公司,鲁能购物中心,117.2108131,39.1439299,https://jobs.51job.com/tianjin-nkq/102667643.html?s=01&t=0
仓库管理员,天津厚普生物技术开发有限公司,华苑新技术产业园区,117.13261,39.09575657,https://jobs.51job.com/tianjin-nkq/102682605.html?s=01&t=0
仓库管理员,兰多湾（天津）商贸有限公司,凌奥创意产业园一期三号楼二楼,117.1763421,39.07034952,https://jobs.51job.com/tianjin-nkq/102916340.html?s=01&t=0
天津仓管员,北京缤歌网络科技有限公司,水上西路方正山海天,117.1661849,39.08539228,https://jobs.51job.com/tianjin-nkq/102956470.html?s=01&t=0
仓库管理员,天津市一丰商贸有限公司,天津市南开区延安路6号中欣汽配城501. （五金城附近）,117.1235858,39.13768095,https://jobs.51job.com/tianjin-nkq/103536067.html?s=01&t=0
仓库管理员,天津千图服饰有限公司,天津市南开区密云路南运河道1000号,117.1361587,39.1565826,https://jobs.51job.com/tianjin-nkq/70790884.html?s=01&t=0
理货员/陈列员,天津千图服饰有限公司,天津市南开区密云路南运河道1000号,117.1361587,39.1565826,https://jobs.51job.com/tianjin-nkq/70813548.html?s=01&t=0
理货员/陈列员  仓库管理员,天津千图服饰有限公司,天津市南开区密云路南运河道1000号,117.1361587,39.1565826,https://jobs.51job.com/tianjin-nkq/72385440.html?s=01&t=0
3k-5k急招仓库理货员(职位编号：003),天津几木尚品电子商务有限公司,华苑产业园区梓苑路13号光纤园,117.1256438,39.09603488,https://jobs.51job.com/tianjin-nkq/80108656.html?s=01&t=0
库房理货员,天津达安泰科技有限公司,南开区黄河道盛名集团大院内,117.1268233,39.14748687,https://jobs.51job.com/tianjin-nkq/81702204.html?s=01&t=0
库管内勤,天津泰德力科技有限公司,南开区白堤路248号505室,117.1616938,39.11028936,https://jobs.51job.com/tianjin-nkq/84212911.html?s=01&t=0
仓库管理员,天津华来科技有限公司,金平路10号南开华侨创业大厦,117.1417511,39.12461166,https://jobs.51job.com/tianjin-nkq/87034626.html?s=01&t=0
仓库管理员（五险一金+双休）,浙江斯达电气设备股份有限公司,华苑产业区,117.0984602,39.08293178,https://jobs.51job.com/tianjin-nkq/88111824.html?s=01&t=0
仓库理货员,天津市美轩吉之岛服饰店,南开区资阳路5号鑫茂民营科技园A座cd单元三楼,117.1394898,39.12700251,https://jobs.51job.com/tianjin-nkq/89995817.html?s=01&t=0
3k-5k急招配货员,天津几木尚品电子商务有限公司,华苑产业园区梓苑路13号光纤园  联系电话：13114845504,117.1256438,39.09603488,https://jobs.51job.com/tianjin-nkq/90707285.html?s=01&t=0
仓库管理员,天津市和平区美丽宝贝儿童摄影店,天津市南开区城厢中路鼓楼北街19号,117.1877852,39.14946521,https://jobs.51job.com/tianjin-nkq/90737551.html?s=01&t=0
仓库管理员,天津市爱肯化妆品有限公司,南开区西湖道深蓝公寓,117.164106,39.12501512,https://jobs.51job.com/tianjin-nkq/91674536.html?s=01&t=0
仓库管理员（包住宿）,红夕阳合一堂,鞍山西道信诚大厦,117.1708113,39.11988006,https://jobs.51job.com/tianjin-nkq/93592757.html?s=01&t=0
仓库管理员（提供食宿）做五休二 弹性工作,天津国御互联科技有限公司,天津-南开区,117.1627279,39.11698729,https://jobs.51job.com/tianjin-nkq/94825728.html?s=01&t=0
仓库管理员,天津市弘野建筑工程有限公司,顶佳园1号楼15层,117.1346604,39.10269854,https://jobs.51job.com/tianjin-nkq/96325314.html?s=01&t=0
仓库管理员（双休+朝九晚六+五险一金）,武汉建中伟业科技有限公司,南开区长虹街道,117.1553608,39.1454431,https://jobs.51job.com/tianjin-nkq/96789716.html?s=01&t=0
仓库管理员（后勤 4K起包吃包住）,武汉汇博天下科技有限公司,卫津路,117.1860366,39.11387537,https://jobs.51job.com/tianjin-nkq/97119286.html?s=01&t=0
仓库管理员（后勤 4K起包吃包住）,天津市金煊塑料制品有限公司,南开区南京路,117.2071142,39.12386196,https://jobs.51job.com/tianjin-nkq/97180310.html?s=01&t=0
仓库管理员（后勤 4K起包吃包住）,武汉建中伟业科技有限公司,南开区长虹街道,117.1553608,39.1454431,https://jobs.51job.com/tianjin-nkq/97484565.html?s=01&t=0
仓库管理员5K+双休+提供住宿,武汉汇博天下科技有限公司,卫津路,117.1860366,39.11387537,https://jobs.51job.com/tianjin-nkq/97624349.html?s=01&t=0
高薪急招仓库管理员4500 接受应届生+免费班车,武汉汇博天下科技有限公司,卫津路,117.1860366,39.11387537,https://jobs.51job.com/tianjin-nkq/97652203.html?s=01&t=0
仓库管理员（后勤 4K起包吃包住）,武汉建中伟业科技有限公司,南开区长虹街道,117.1553608,39.1454431,https://jobs.51job.com/tianjin-nkq/97693849.html?s=01&t=0
库管（南开鲁能购物中心）,天津睿策立德科技有限公司,鲁能商业中心,117.2108131,39.1439299,https://jobs.51job.com/tianjin-nkq/97783681.html?s=01&t=0
仓库管理员/五险一金+双休,武汉汇博天下科技有限公司,卫津路,117.1860366,39.11387537,https://jobs.51job.com/tianjin-nkq/97826125.html?s=01&t=0
仓库管理员（后勤 4K起包吃包住）,武汉建中伟业科技有限公司,南开区长虹街道,117.1553608,39.1454431,https://jobs.51job.com/tianjin-nkq/97852278.html?s=01&t=0
仓库管理员（后勤 4K起包吃包住）,武汉建中伟业科技有限公司,南开区鞍山西道,117.169287,39.12025223,https://jobs.51job.com/tianjin-nkq/98108391.html?s=01&t=0
仓库管理员,武汉众创聚世科技有限公司,荣吉大街,117.198877,39.14011296,https://jobs.51job.com/tianjin-nkq/98294905.html?s=01&t=0
仓库管理员/接受应届/年底双薪,武汉众创聚世科技有限公司,荣吉大街,117.198877,39.14011296,https://jobs.51job.com/tianjin-nkq/98909572.html?s=01&t=0
生产调度员,新华文轩出版传媒股份有限公司,天津市武清开发区旺源道4号,117.0593897,39.3956782,https://jobs.51job.com/tianjin-wqq/100120525.html?s=01&t=0
仓库管理员,天津荣石基进出口有限公司,武清开发区泉兴路28号（二小对面）,117.0623141,39.39474425,https://jobs.51job.com/tianjin-wqq/100194353.html?s=01&t=0
仓库主管,天津大安电动车有限公司,陈咀镇兴旺道1号,116.9846842,39.3001175,https://jobs.51job.com/tianjin-wqq/100198219.html?s=01&t=0
跟车员,上海的卢供应链管理有限公司,大王古庄镇镇政府南侧津武锅炉厂内6号仓库,116.8338912,39.57438851,https://jobs.51job.com/tianjin-wqq/100622101.html?s=01&t=0
武清大碱厂招聘装卸工,跨越速运集团有限公司,天津市武清区大碱厂镇洪家庄村大碱厂村邮局,117.1477445,39.47622339,https://jobs.51job.com/tianjin-wqq/100705833.html?s=01&t=0
单证主管,天津畅联供应链管理有限公司,武清区武清开发区福源道33号,117.0662325,39.4103057,https://jobs.51job.com/tianjin-wqq/101004304.html?s=01&t=0
库管员,天加空调（天津）有限公司,天津武清开发区开源道21号,117.0802722,39.41160917,https://jobs.51job.com/tianjin-wqq/101398798.html?s=01&t=0
仓库管理员,上海的卢供应链管理有限公司,大王古庄镇镇政府南侧津武锅炉厂内6号仓库,116.8338912,39.57438851,https://jobs.51job.com/tianjin-wqq/101504315.html?s=01&t=0
仓库管理员,深圳华特容器股份有限公司天津分公司,武清汽车产业园武宁路（梅厂段）749号（忠旺铝业对面）,117.2436758,39.3920421,https://jobs.51job.com/tianjin-wqq/101660640.html?s=01&t=0
仓库管理员,天津食健科技发展有限公司,孟庄镇大王庄村,116.9860166,39.56582351,https://jobs.51job.com/tianjin-wqq/101752158.html?s=01&t=0
物流员（叉车）,天津市江源塑胶制品有限公司,徐官屯工业区永信路1号,117.0955668,39.40700279,https://jobs.51job.com/tianjin-wqq/101819334.html?s=01&t=0
仓库管理员,天津市益斯达燃气设备有限公司,南蔡村镇,117.0332677,39.49252298,https://jobs.51job.com/tianjin-wqq/102113406.html?s=01&t=0
操作员-天津,广州鑫志鸿物流有限公司,天津武清区崔黄口镇电子产业园宏达道宏光路20号,117.1622627,39.52253259,https://jobs.51job.com/tianjin-wqq/102165031.html?s=01&t=0
运输调度员(职位编号：0002),天津安得智联科技有限公司,栖仙公寓,117.0498777,39.39273225,https://jobs.51job.com/tianjin-wqq/102331025.html?s=01&t=0
运输调度,天津安得智联科技有限公司,栖仙公寓,117.0498777,39.39273225,https://jobs.51job.com/tianjin-wqq/102332839.html?s=01&t=0
库管员(J11239),天津红日药业股份有限公司（销售公司）,天津市武清区,117.0345779,39.45704258,https://jobs.51job.com/tianjin-wqq/102593265.html?s=01&t=0
叉车搬运工,天津赛菲化学科技发展有限公司,曹子里镇正华道2号增1号,117.1589402,39.44359098,https://jobs.51job.com/tianjin-wqq/102643537.html?s=01&t=0
仓库主管(职位编号：demax000674),天津塞科凯尔科技有限公司,武清,117.0345779,39.45704258,https://jobs.51job.com/tianjin-wqq/102769158.html?s=01&t=0
仓库管理员,北京凌昆电磁技术有限公司,天津市武清开发区,117.0593897,39.3956782,https://jobs.51job.com/tianjin-wqq/102777383.html?s=01&t=0
库房主管,北京凌昆电磁技术有限公司,天津市武清开发区,117.0593897,39.3956782,https://jobs.51job.com/tianjin-wqq/102777725.html?s=01&t=0
仓库管理员(职位编号：1424877),天津杰斯通物流有限公司,天津武清开发区,117.0807038,39.40592582,https://jobs.51job.com/tianjin-wqq/102892431.html?s=01&t=0
仓储主管,上海上嘉供应链管理有限公司,天津市武清开发区泉秀路20号（丰树天津武清物流园）,117.0593897,39.3956782,https://jobs.51job.com/tianjin-wqq/103109761.html?s=01&t=0
备货员/分货员操作工,弗玛仓储（太仓）有限公司,物流园,117.2108131,39.1439299,https://jobs.51job.com/tianjin-wqq/103182888.html?s=01&t=0
库房文员,天津德普威涂料有限公司,武清区富民开发区C区一经路8号,117.0998733,39.3216138,https://jobs.51job.com/tianjin-wqq/103461102.html?s=01&t=0
物流异常处理主管\物流主管,广州市巴图鲁信息科技有限公司,天津市武清区东马圈镇武落路与大东线交口佩森物流园区,116.8572391,39.46639857,https://jobs.51job.com/tianjin-wqq/103470761.html?s=01&t=0
物流发货员,广州市巴图鲁信息科技有限公司,天津市武清区东马圈镇武落路与大东线交口佩森物流园区,116.8572391,39.46639857,https://jobs.51job.com/tianjin-wqq/103472161.html?s=01&t=0
物流钉箱打包员,广州市巴图鲁信息科技有限公司,天津市武清区东马圈镇武落路与大东线交口佩森物流园区,116.8572391,39.46639857,https://jobs.51job.com/tianjin-wqq/103472568.html?s=01&t=0
天津仓配包装交接组长,北京畅速快递有限公司,福源道78号  敏华工业城8--6号,117.0272873,39.42250534,https://jobs.51job.com/tianjin-wqq/103492144.html?s=01&t=0
库房助理,北京思腾合力科技有限公司,北欧绿色产业园6号楼2层,116.9892385,39.4434085,https://jobs.51job.com/tianjin-wqq/103523915.html?s=01&t=0
库房管理,北京思腾合力科技有限公司,北欧绿色产业园6号楼2层,116.9892385,39.4434085,https://jobs.51job.com/tianjin-wqq/103526727.html?s=01&t=0
库管员,天地融科技股份有限公司,泉达路20号,117.0462015,39.40049586,https://jobs.51job.com/tianjin-wqq/52350771.html?s=01&t=0
仓库管理员Store Keeper(职位编号：PRC-CNRS-SK),多喜佳伴纳服饰商业（上海）有限公司（Dolce & Gabbana）,弗罗伦萨小镇,117.2108131,39.1439299,https://jobs.51job.com/tianjin-wqq/56037238.html?s=01&t=0
库管,天泽恩源(天津)制药有限公司,天津武清开发区泉秀路10号（森马物流斜对面）,117.0807038,39.40592582,https://jobs.51job.com/tianjin-wqq/61216295.html?s=01&t=0
资材管理（韩语）,电装（天津）车身零部件有限公司,天津市武清区逸仙园翠溪道2号,117.0318769,39.41268024,https://jobs.51job.com/tianjin-wqq/62423146.html?s=01&t=0
外协调度,天津市景泰科技发展有限公司,天津市武清区富民经济区B区,117.1013706,39.32246165,https://jobs.51job.com/tianjin-wqq/79203308.html?s=01&t=0
仓储专员,爱回收,武清开发区,117.0593897,39.3956782,https://jobs.51job.com/tianjin-wqq/81246027.html?s=01&t=0
分拣专员,爱回收,武清开发区,117.0593897,39.3956782,https://jobs.51job.com/tianjin-wqq/81246356.html?s=01&t=0
仓储物流经理,天津市康科德科技有限公司,天津市武清区梅厂镇福源经济区发源路2号,117.1996949,39.36927922,https://jobs.51job.com/tianjin-wqq/82039198.html?s=01&t=0
仓库管理员,天津市康科德科技有限公司,天津市武清区梅厂镇福源经济区发源路2号,117.1996949,39.36927922,https://jobs.51job.com/tianjin-wqq/82593043.html?s=01&t=0
仓库质检员-天津,锦江麦德龙现购自运有限公司（中国总部）,大良镇,117.0552818,39.56735987,https://jobs.51job.com/tianjin-wqq/83207720.html?s=01&t=0
仓库管理员,天津市景泰科技发展有限公司,天津市武清区富民经济区B区,117.1013706,39.32246165,https://jobs.51job.com/tianjin-wqq/83723888.html?s=01&t=0
库工,天津市信宇食品有限公司,曹子里乡拓展区正丰路,117.1527098,39.42122376,https://jobs.51job.com/tianjin-wqq/84051908.html?s=01&t=0
现场调度,联合运输（天津）有限公司,天津市武清开发区中粮,117.0593897,39.3956782,https://jobs.51job.com/tianjin-wqq/84818327.html?s=01&t=0
理货员,功学社（天津）商贸有限公司,武清技术开发区福源道27号,117.0617271,39.41155473,https://jobs.51job.com/tianjin-wqq/85036698.html?s=01&t=0
仓管员（天津武清）,友成控股有限公司,天津市武清区福源道77号-8奥克斯工业园,117.0813315,39.40561259,https://jobs.51job.com/tianjin-wqq/87224271.html?s=01&t=0
叉车司机（天津武清）,天津畅联供应链管理有限公司,武清区武清开发区福源道33号,117.0662325,39.4103057,https://jobs.51job.com/tianjin-wqq/87810331.html?s=01&t=0
仓库操作（天津武清）,天津畅联供应链管理有限公司,武清区武清开发区福源道33号,117.0662325,39.4103057,https://jobs.51job.com/tianjin-wqq/89379768.html?s=01&t=0
仓库管理员,马克华菲（上海）商业有限公司,崔黄口镇宏旺道2号,117.1879741,39.52661469,https://jobs.51job.com/tianjin-wqq/90791738.html?s=01&t=0
仓库管理员,天津亿博瑞化工有限公司,大黄堡工业区,117.2036868,39.45915411,https://jobs.51job.com/tianjin-wqq/92472758.html?s=01&t=0
数据库管理员,天津东宇顺油脂股份有限公司,天津市武清区大碱厂镇杨崔公路与武清城区外环交口（长屯加油站旁）,117.0927841,39.45396576,https://jobs.51job.com/tianjin-wqq/92967257.html?s=01&t=0
仓库管理员,天津东宇顺油脂股份有限公司,天津市武清区大碱厂镇杨崔公路与武清城区外环交口（长屯加油站旁）,117.0927841,39.45396576,https://jobs.51job.com/tianjin-wqq/92967504.html?s=01&t=0
仓库管理员（会开叉车着优先）包吃住 （4500-6000）,天津亿博瑞化工有限公司,大黄堡工业区,117.2036868,39.45915411,https://jobs.51job.com/tianjin-wqq/93355931.html?s=01&t=0
库工,天津市信宇食品有限公司,曹子里乡拓展区正丰路,117.1527098,39.42122376,https://jobs.51job.com/tianjin-wqq/93418328.html?s=01&t=0
仓库管理员,天津市克兰佰瑞自行车股份有限公司,天津市武清区王庆坨镇经济开发区,116.9273321,39.22427972,https://jobs.51job.com/tianjin-wqq/93446994.html?s=01&t=0
仓库管理员,天津市诚瑞丰科技有限公司,大良镇隆良道1号,117.1153749,39.54193589,https://jobs.51job.com/tianjin-wqq/94327138.html?s=01&t=0
装卸工搬运工,上海新易泰物流有限公司,天津市武清区京津公路东侧8号天津市正阳彩印有限公司院内新易泰物流,117.2027612,39.16571854,https://jobs.51job.com/tianjin-wqq/94379757.html?s=01&t=0
淘宝打包员 理货员,蓝沛科技（天津）有限公司,武清开发区卧龙潭别墅,117.0593897,39.3956782,https://jobs.51job.com/tianjin-wqq/94459386.html?s=01&t=0
库工,固诺（天津）实业有限公司,天津市武清区汊沽港镇自行车王国福远路112号,116.9411632,39.24096122,https://jobs.51job.com/tianjin-wqq/94979373.html?s=01&t=0
工厂直招搬运工月薪6千-1万,天津亿博瑞化工有限公司,大黄堡工业区,117.2036868,39.45915411,https://jobs.51job.com/tianjin-wqq/95129503.html?s=01&t=0
设备维修,天津认知汽车配件有限公司,逸仙科技园亨运路6号,117.0287283,39.40883354,https://jobs.51job.com/tianjin-wqq/95688571.html?s=01&t=0
仓库管理员,北京华地臻品食品有限公司,国家产业开发区北财源道14号,117.0555347,39.40291752,https://jobs.51job.com/tianjin-wqq/95887159.html?s=01&t=0
仓库管理员,昱隆昊（天津）激光科技有限公司,下朱庄街广义路5号,117.0919909,39.32660202,https://jobs.51job.com/tianjin-wqq/96137045.html?s=01&t=0
押运员,天津市康科德科技有限公司,天津市武清区梅厂镇福源经济区发源路2号,117.1996949,39.36927922,https://jobs.51job.com/tianjin-wqq/96166804.html?s=01&t=0
调度专员（天津武清区）,上海虹迪物流科技股份有限公司,天津新技术产业园区武清开发区泉秀路3号,117.131966,39.10349258,https://jobs.51job.com/tianjin-wqq/96441389.html?s=01&t=0
仓库管理员（天津武清区）,上海虹迪物流科技股份有限公司,天津新技术产业园区武清开发区泉秀路3号,117.131966,39.10349258,https://jobs.51job.com/tianjin-wqq/96441628.html?s=01&t=0
仓管员,广州爱帛服饰有限公司(品牌MO&Co.),天津市武清区德义道财富兴园国际企业公园附近,117.089195,39.33602909,https://jobs.51job.com/tianjin-wqq/96546341.html?s=01&t=0
仓库管理员（双休+五险一金+带薪年假）,天津市金煊塑料制品有限公司,武清区,117.0345779,39.45704258,https://jobs.51job.com/tianjin-wqq/96987410.html?s=01&t=0
仓库管理员,欧德亮法尔宝汽车灯系统科技（天津）有限公司,武清开发区新兴路1 号,117.0593897,39.3956782,https://jobs.51job.com/tianjin-wqq/97084983.html?s=01&t=0
仓库主管,谷山企业管理咨询（天津）有限公司,武清,117.0345779,39.45704258,https://jobs.51job.com/tianjin-wqq/97109540.html?s=01&t=0
运输现场员(职位编号：0001),天津安得智联科技有限公司,栖仙公寓,117.0498777,39.39273225,https://jobs.51job.com/tianjin-wqq/97272413.html?s=01&t=0
仓库管理员（天津市武清区）,北京迦南莱米特科技有限公司,天津市武清区新平路10号,116.994486,39.43808964,https://jobs.51job.com/tianjin-wqq/97404643.html?s=01&t=0
数据录入员/Data Keeper,海斯坦普汽车组件（天津）有限公司,开源道22号,117.1492607,39.19236727,https://jobs.51job.com/tianjin-wqq/97483692.html?s=01&t=0
备件库管员/MRO Keeper,海斯坦普汽车组件（天津）有限公司,开源道22号,117.1492607,39.19236727,https://jobs.51job.com/tianjin-wqq/97484113.html?s=01&t=0
物料班长/Material Team Leader,海斯坦普汽车组件（天津）有限公司,开源道22号,117.1492607,39.19236727,https://jobs.51job.com/tianjin-wqq/97484311.html?s=01&t=0
叉车工/Material Handler,海斯坦普汽车组件（天津）有限公司,开源道22号,117.1492607,39.19236727,https://jobs.51job.com/tianjin-wqq/97484547.html?s=01&t=0
库管员,天津食健科技发展有限公司,孟庄镇大王庄村,116.9860166,39.56582351,https://jobs.51job.com/tianjin-wqq/97558836.html?s=01&t=0
仓库管理员,花点时间,天津武清区,117.0345779,39.45704258,https://jobs.51job.com/tianjin-wqq/97770002.html?s=01&t=0
外协仓管员,天加空调（天津）有限公司,天津武清开发区开源道21号,117.0802722,39.41160917,https://jobs.51job.com/tianjin-wqq/97842545.html?s=01&t=0
叉车驾驶员,弗玛仓储（太仓）有限公司,天津武清开发区翠源道北侧普洛斯武清现代服务产业园,117.0698952,39.42236102,https://jobs.51job.com/tianjin-wqq/98886383.html?s=01&t=0
仓库管理员,房利美建材（天津）有限公司,东马圈镇大东线24号,116.8553096,39.46612869,https://jobs.51job.com/tianjin-wqq/98925945.html?s=01&t=0
仓库管理员,天津大安电动车有限公司,陈咀镇兴旺道1号,116.9846842,39.3001175,https://jobs.51job.com/tianjin-wqq/99078874.html?s=01&t=0
操作主管,天津畅联供应链管理有限公司,武清区武清开发区福源道33号,117.0662325,39.4103057,https://jobs.51job.com/tianjin-wqq/99602041.html?s=01&t=0
操作经理,天津畅联供应链管理有限公司,武清区武清开发区福源道33号,117.0662325,39.4103057,https://jobs.51job.com/tianjin-wqq/99602198.html?s=01&t=0
仓库管理文员,风向（天津）演出经纪有限公司,天津市西青区中北镇万卉路5号环球购物中心4楼唱博馆（台湾馆）,117.0975103,39.14595996,https://jobs.51job.com/tianjin-xqq/100074834.html?s=01&t=0
唱博馆仓库管理文员,风向（天津）演出经纪有限公司,天津市西青区中北镇万卉路5号环球购物中心4楼唱博馆（台湾馆）,117.0975103,39.14595996,https://jobs.51job.com/tianjin-xqq/100076123.html?s=01&t=0
淘宝店铺 仓库管理员 打包发货,天津源源家科技有限公司,天津市西青区李七庄街凌奥创意园一期1号楼409,117.1736377,39.06980268,https://jobs.51job.com/tianjin-xqq/100100254.html?s=01&t=0
仓库工人/叉车工人,法雷奥西门子电动汽车动力总成（天津）有限公司,西青经济技术开发区赛达五支路28号,117.2738553,38.97869179,https://jobs.51job.com/tianjin-xqq/100251391.html?s=01&t=0
仓库管理员,天津必佳药业有限公司,天津市西青经济开发区辛口工业园泰华路38号,116.9738422,39.08593241,https://jobs.51job.com/tianjin-xqq/100353039.html?s=01&t=0
材料仓库管理人员,三协无油轴承工业（天津）有限公司,西青开发区赛达汇亚工业园12号,117.2539766,38.98794919,https://jobs.51job.com/tianjin-xqq/100525595.html?s=01&t=0
配件管理（五险一金双休）,北京骏马东方机械设备有限公司,李七庄街蔡台村中兴路,117.1702734,39.05921131,https://jobs.51job.com/tianjin-xqq/100633985.html?s=01&t=0
物流车务运营,卓集送信息科技（武汉）有限公司,天津市 西青区 精武镇 创新道32号(津涞公路与工西路交口) 天津电商城（3楼B1--3013）,117.1141206,39.05002581,https://jobs.51job.com/tianjin-xqq/100640325.html?s=01&t=0
库管员,弗玛仓储（太仓）有限公司,杨柳青,117.0139432,39.14445688,https://jobs.51job.com/tianjin-xqq/100727033.html?s=01&t=0
采购文员,天津同德展商贸有限公司,环外海泰华科一路康远国际E-5,117.093853,39.10129351,https://jobs.51job.com/tianjin-xqq/100771004.html?s=01&t=0
仓库管理员,天津中晟达科技有限公司,中北镇中北工业园阜盛道10增1,117.0899989,39.15104797,https://jobs.51job.com/tianjin-xqq/100829455.html?s=01&t=0
仓库管理员,天津威卡威汽车零部件有限公司,天津市西青区同源道7号（王稳庄镇盛达三支路与同源道交口）,117.2352946,38.97414298,https://jobs.51job.com/tianjin-xqq/100886548.html?s=01&t=0
仓库管理员,天津利福特电梯部件有限公司,天津西青南河镇工业区鑫谷路2号,117.102375,39.03988892,https://jobs.51job.com/tianjin-xqq/100923767.html?s=01&t=0
