辽宁营口鲅鱼圈 , 北京,白糖,2018/10/12,http://www.56135.com/huoyuan/I9444292.html
云南保山,北京,豆角,2018-12-17,http://www.56135.com/huoyuan/I10831076.html
云南普洱,北京,豆角,2018-12-17,http://www.56135.com/huoyuan/I10831075.html
四川遂宁,北京,萝卜,2018-12-17,http://www.56135.com/huoyuan/I10831072.html
云南保山,北京,豆角,2018-12-17,http://www.56135.com/huoyuan/I10831058.html
云南普洱,北京,豆角,2018-12-17,http://www.56135.com/huoyuan/I10831057.html
四川遂宁,北京,萝卜,2018-12-17,http://www.56135.com/huoyuan/I10831054.html
四川遂宁,北京,萝卜,2018-12-17,http://www.56135.com/huoyuan/I10830944.html
四川遂宁,北京,萝卜,2018-12-17,http://www.56135.com/huoyuan/I10830922.html
山东济南,北京,普货,2018-12-17,http://www.56135.com/huoyuan/I10830897.html
广东深圳,北京,快递,2018-12-17,http://www.56135.com/huoyuan/I10830864.html
广东中山,北京,快递,2018-12-17,http://www.56135.com/huoyuan/I10830848.html
浙江杭州,北京朝阳,设备,2018-12-18,http://www.56135.com/huoyuan/I10897945.html
浙江杭州,北京朝阳,设备,2018-12-18,http://www.56135.com/huoyuan/I10897934.html
山东青岛,北京石景山,水果,2018-12-18,http://www.56135.com/huoyuan/I10897824.html
宁夏银川灵武,北京,黑货,2018-12-18,http://www.56135.com/huoyuan/I10897796.html
江苏常州,北京,食品,2018-12-18,http://www.56135.com/huoyuan/I10897733.html
江苏苏州,北京,设备,2018-12-18,http://www.56135.com/huoyuan/I10897694.html
广东广州,北京,食品,2018-12-18,http://www.56135.com/huoyuan/I10897675.html
广东广州,北京,食品,2018-12-18,http://www.56135.com/huoyuan/I10897649.html
北京,北京,饲料,2018-12-18,http://www.56135.com/huoyuan/I10897245.html
广东中山,北京,木材,2018-12-18,http://www.56135.com/huoyuan/I10897214.html
广东佛山,北京,建材,2018-12-18,http://www.56135.com/huoyuan/I10897175.html
河北保定博野,北京通州,树苗,2018-12-18,http://www.56135.com/huoyuan/I10896991.html
广东佛山,北京,设备,2018-12-18,http://www.56135.com/huoyuan/I10896952.html
广东佛山,北京,设备,2018-12-18,http://www.56135.com/huoyuan/I10896843.html
山西晋城高平,北京,肉,2018-12-18,http://www.56135.com/huoyuan/I10896787.html
山西晋城高平,北京,肉,2018-12-18,http://www.56135.com/huoyuan/I10896778.html
山东淄博张店,北京,普货,2018-12-18,http://www.56135.com/huoyuan/I10896626.html
山东淄博,北京,普货,2018-12-18,http://www.56135.com/huoyuan/I10896625.html
山东淄博张店,北京通州,普货,2018-12-18,http://www.56135.com/huoyuan/I10896624.html
山东淄博,北京通州,普货,2018-12-18,http://www.56135.com/huoyuan/I10896623.html
江苏无锡,北京丰台,汽配摩配,2018-12-18,http://www.56135.com/huoyuan/I10896587.html
安徽芜湖,北京,快递,2018-12-18,http://www.56135.com/huoyuan/I10896554.html
内蒙古鄂尔多斯杭锦旗,北京,若干吨,2018-12-18,http://www.56135.com/huoyuan/I10896524.html
陕西榆林,北京,若干吨,2018-12-18,http://www.56135.com/huoyuan/I10896523.html
江西南昌,北京,仪表仪器,2018-12-18,http://www.56135.com/huoyuan/I10896424.html
江苏苏州,北京,建材,2018-12-18,http://www.56135.com/huoyuan/I10896376.html
浙江嘉兴,北京,建材,2018-12-18,http://www.56135.com/huoyuan/I10896355.html
山东潍坊,北京,冻品,2018-12-18,http://www.56135.com/huoyuan/I10896332.html
江苏泰州兴化,北京,冻品,2018-12-18,http://www.56135.com/huoyuan/I10896328.html
广东广州,北京,服装鞋包,2018-12-18,http://www.56135.com/huoyuan/I10896119.html
广东深圳,北京,设备,2018-12-18,http://www.56135.com/huoyuan/I10896111.html
广东广州,北京,服装鞋包,2018-12-18,http://www.56135.com/huoyuan/I10896104.html
河北保定,北京通州,药品,2018-12-18,http://www.56135.com/huoyuan/I10896102.html
河北保定,北京海淀,建材,2018-12-18,http://www.56135.com/huoyuan/I10896074.html
浙江嘉兴,北京,设备,2018-12-18,http://www.56135.com/huoyuan/I10895996.html
河南三门峡,北京,苹果,2018-12-18,http://www.56135.com/huoyuan/I10895979.html
河南三门峡灵宝,北京,苹果,2018-12-18,http://www.56135.com/huoyuan/I10895978.html
河南三门峡灵宝,北京丰台,苹果,2018-12-18,http://www.56135.com/huoyuan/I10895977.html
河南三门峡,北京丰台,苹果,2018-12-18,http://www.56135.com/huoyuan/I10895959.html
河南三门峡,北京,苹果,2018-12-18,http://www.56135.com/huoyuan/I10895958.html
河南三门峡灵宝,北京,苹果,2018-12-18,http://www.56135.com/huoyuan/I10895957.html
河南三门峡灵宝,北京丰台,苹果,2018-12-18,http://www.56135.com/huoyuan/I10895956.html
广东广州,北京,门,2018-12-18,http://www.56135.com/huoyuan/I10895928.html
广东深圳,北京,设备,2018-12-18,http://www.56135.com/huoyuan/I10895816.html
上海,北京,日用百货,2018-12-18,http://www.56135.com/huoyuan/I10895752.html
内蒙古通辽奈曼旗,北京,普货,2018-12-18,http://www.56135.com/huoyuan/I10895733.html
内蒙古通辽,北京,普货,2018-12-18,http://www.56135.com/huoyuan/I10895732.html
四川巴中,北京,普货,2018-12-18,http://www.56135.com/huoyuan/I10895731.html
上海,北京,水果,2018-12-18,http://www.56135.com/huoyuan/I10895521.html
河北唐山迁西,北京平谷,打包砖,2018-12-18,http://www.56135.com/huoyuan/I10895515.html
广东深圳,北京,设备,2018-12-18,http://www.56135.com/huoyuan/I10895490.html
广东东莞,北京,设备,2018-12-18,http://www.56135.com/huoyuan/I10895466.html
宁夏,北京,若干吨,2018-12-18,http://www.56135.com/huoyuan/I10895045.html
江苏苏州,北京,冻品,2018-12-18,http://www.56135.com/huoyuan/I10895042.html
黑龙江大庆,北京,普货,2018-12-18,http://www.56135.com/huoyuan/I10895028.html
黑龙江大庆,北京,普货,2018-12-18,http://www.56135.com/huoyuan/I10895027.html
黑龙江大庆,北京,普货,2018-12-18,http://www.56135.com/huoyuan/I10895025.html
北京,北京,水果,2018-12-18,http://www.56135.com/huoyuan/I10894999.html
北京,北京,水果,2018-12-18,http://www.56135.com/huoyuan/I10894990.html
北京,北京,水果,2018-12-18,http://www.56135.com/huoyuan/I10894980.html
上海,北京,水果,2018-12-18,http://www.56135.com/huoyuan/I10894970.html
江西抚州,北京,钢材,2018-12-18,http://www.56135.com/huoyuan/I10894912.html
黑龙江佳木斯富锦,北京平谷,若干吨,2018-12-18,http://www.56135.com/huoyuan/I10894850.html
宁夏,北京,混醇,2018-12-18,http://www.56135.com/huoyuan/I10894813.html
河北唐山迁安,北京大兴,铁板,2018-12-18,http://www.56135.com/huoyuan/I10894805.html
天津宁河,北京房山,大捆草,2018-12-18,http://www.56135.com/huoyuan/I10894648.html
河南濮阳,北京,若干吨,2018-12-18,http://www.56135.com/huoyuan/I10894621.html
宁夏,北京,若干吨,2018-12-18,http://www.56135.com/huoyuan/I10894594.html
上海,北京,食品,2018-12-18,http://www.56135.com/huoyuan/I10894483.html
安徽合肥,北京东城,木材,2018-12-18,http://www.56135.com/huoyuan/I10894321.html
广东东莞,北京,食品,2018-12-18,http://www.56135.com/huoyuan/I10894222.html
广东广州,北京,服装鞋包,2018-12-18,http://www.56135.com/huoyuan/I10894195.html
广东东莞虎门,北京,快递,2018-12-18,http://www.56135.com/huoyuan/I10894098.html
广东广州,北京,门,2018-12-18,http://www.56135.com/huoyuan/I10894033.html
河北石家庄,北京,建材,2018-12-18,http://www.56135.com/huoyuan/I10893957.html
广东广州,北京通州,食品,2018-12-18,http://www.56135.com/huoyuan/I10893946.html
广东中山,北京大兴,设备,2018-12-18,http://www.56135.com/huoyuan/I10893890.html
广东广州,北京,设备,2018-12-18,http://www.56135.com/huoyuan/I10893864.html
宁夏,北京,若干吨,2018-12-18,http://www.56135.com/huoyuan/I10893580.html
江苏南通,北京,6吨,2018-12-18,http://www.56135.com/huoyuan/I10893490.html
内蒙古呼和浩特,北京通州,25吨,2018-12-18,http://www.56135.com/huoyuan/I10893470.html
内蒙古呼和浩特和林格尔,北京通州,13米-17.5米,平板车,2018-12-18,http://www.56135.com/huoyuan/I10893469.html
广东汕头,北京大兴,食品,2018-12-18,http://www.56135.com/huoyuan/I10893386.html
浙江嘉兴海盐,北京昌平,设备,2018-12-18,http://www.56135.com/huoyuan/I10893234.html
上海,北京,日用百货,2018-12-18,http://www.56135.com/huoyuan/I10893200.html
上海,北京,食品,2018-12-18,http://www.56135.com/huoyuan/I10893056.html
黑龙江大庆,北京,普货,2018-12-18,http://www.56135.com/huoyuan/I10893028.html
浙江宁波余姚,北京,若干吨,2018-12-18,http://www.56135.com/huoyuan/I10893002.html
浙江嘉兴,北京,若干吨,2018-12-18,http://www.56135.com/huoyuan/I10893001.html
山东济南,北京,若干吨,2018-12-18,http://www.56135.com/huoyuan/I10892977.html
上海,北京,日用百货,2018-12-18,http://www.56135.com/huoyuan/I10892954.html
广东广州番禺,北京,若干吨,2018-12-18,http://www.56135.com/huoyuan/I10892898.html
广东广州番禺,北京,若干吨,2018-12-18,http://www.56135.com/huoyuan/I10892882.html
上海,北京,设备,2018-12-18,http://www.56135.com/huoyuan/I10892757.html
广东深圳,北京,食品,2018-12-18,http://www.56135.com/huoyuan/I10892557.html
浙江杭州,北京丰台,建材,2018-12-18,http://www.56135.com/huoyuan/I10892410.html
江苏南通,北京,设备,2018-12-18,http://www.56135.com/huoyuan/I10892152.html
江苏苏州,北京,食品,2018-12-18,http://www.56135.com/huoyuan/I10892143.html
江苏苏州,北京,设备,2018-12-18,http://www.56135.com/huoyuan/I10892124.html
广东深圳,北京,设备,2018-12-18,http://www.56135.com/huoyuan/I10892101.html
广东深圳,北京,建材,2018-12-18,http://www.56135.com/huoyuan/I10892092.html
广东广州,北京昌平,建材,2018-12-18,http://www.56135.com/huoyuan/I10891977.html
黑龙江佳木斯富锦,北京平谷,若干吨,2018-12-18,http://www.56135.com/huoyuan/I10891897.html
浙江宁波,北京,化工,2018-12-18,http://www.56135.com/huoyuan/I10891680.html
广东东莞,北京,钢材,2018-12-18,http://www.56135.com/huoyuan/I10891673.html
上海,北京,普货,2018-12-18,http://www.56135.com/huoyuan/I10891534.html
四川成都,北京,萝卜,2018-12-18,http://www.56135.com/huoyuan/I10891529.html
四川遂宁,北京,萝卜,2018-12-18,http://www.56135.com/huoyuan/I10891528.html
黑龙江大庆,北京,普货,2018-12-18,http://www.56135.com/huoyuan/I10891497.html
广东东莞,北京,设备,2018-12-18,http://www.56135.com/huoyuan/I10891409.html
安徽芜湖,北京,快递,2018-12-18,http://www.56135.com/huoyuan/I10891375.html
江苏无锡,北京,设备,2018-12-18,http://www.56135.com/huoyuan/I10891351.html
山东济南,北京通州,普货,2018-12-18,http://www.56135.com/huoyuan/I10891308.html
四川成都,北京,危险品,2018-12-18,http://www.56135.com/huoyuan/I10891201.html
广西北海海城,北京,苹果,2018-12-18,http://www.56135.com/huoyuan/I10890968.html
黑龙江双鸭山饶河,北京大兴,水稻,2018-12-18,http://www.56135.com/huoyuan/I10890958.html
黑龙江大庆,北京,黑货,2018-12-18,http://www.56135.com/huoyuan/I10890828.html
浙江杭州,北京,汽车摩托,2018-12-18,http://www.56135.com/huoyuan/I10890712.html
上海,北京,普货,2018-12-18,http://www.56135.com/huoyuan/I10890684.html
云南保山,北京,豆角,2018-12-18,http://www.56135.com/huoyuan/I10890676.html
广东东莞,北京,建材,2018-12-18,http://www.56135.com/huoyuan/I10890447.html
河北秦皇岛昌黎,北京,重货,2018-12-18,http://www.56135.com/huoyuan/I10890386.html
河北秦皇岛昌黎,北京,重货,2018-12-18,http://www.56135.com/huoyuan/I10890370.html
河北秦皇岛昌黎,北京,重货,2018-12-18,http://www.56135.com/huoyuan/I10890360.html
黑龙江哈尔滨,北京,50吨,2018-12-18,http://www.56135.com/huoyuan/I10890159.html
河北廊坊,北京,冻品,2018-12-18,http://www.56135.com/huoyuan/I10890118.html
内蒙古乌兰察布,北京,盐,2018-12-18,http://www.56135.com/huoyuan/I10890027.html
广东东莞,北京,药品,2018-12-18,http://www.56135.com/huoyuan/I10890019.html
广东佛山三水,北京房山,铝材,2018-12-18,http://www.56135.com/huoyuan/I10889951.html
黑龙江七台河勃利,北京昌平,若干吨,2018-12-18,http://www.56135.com/huoyuan/I10889843.html
黑龙江七台河勃利,北京平谷,若干吨,2018-12-18,http://www.56135.com/huoyuan/I10889842.html
河北秦皇岛昌黎,北京,重货,2018-12-18,http://www.56135.com/huoyuan/I10889747.html
宁夏银川,北京,普货,2018-12-18,http://www.56135.com/huoyuan/I10889742.html
宁夏银川,北京,普货,2018-12-18,http://www.56135.com/huoyuan/I10889735.html
四川成都,北京,设备,2018-12-18,http://www.56135.com/huoyuan/I10889657.html
黑龙江七台河勃利,北京昌平,玉米,2018-12-18,http://www.56135.com/huoyuan/I10889458.html
黑龙江七台河勃利,北京平谷,玉米,2018-12-18,http://www.56135.com/huoyuan/I10889457.html
广东广州,北京,设备,2018-12-18,http://www.56135.com/huoyuan/I10889416.html
广东广州,北京,食品,2018-12-18,http://www.56135.com/huoyuan/I10889407.html
河北沧州,北京,食品,2018-12-18,http://www.56135.com/huoyuan/I10889359.html
广东佛山,北京,铝材,2018-12-18,http://www.56135.com/huoyuan/I10889356.html
广东深圳,北京,电子电器,2018-12-18,http://www.56135.com/huoyuan/I10889314.html
广西崇左凭祥,北京,鱼,2018-12-18,http://www.56135.com/huoyuan/I10889179.html
广西崇左凭祥,北京,鱼,2018-12-18,http://www.56135.com/huoyuan/I10889174.html
广西崇左凭祥,北京,鱼,2018-12-18,http://www.56135.com/huoyuan/I10889169.html
福建泉州,北京,普货,2018-12-18,http://www.56135.com/huoyuan/I10889078.html
福建福州,北京,普货,2018-12-18,http://www.56135.com/huoyuan/I10889076.html
福建厦门,北京,普货,2018-12-18,http://www.56135.com/huoyuan/I10889074.html
上海,北京,普货,2018-12-18,http://www.56135.com/huoyuan/I10889067.html
江苏无锡,北京,普货,2018-12-18,http://www.56135.com/huoyuan/I10889045.html
江苏泰州兴化,北京,冻品,2018-12-18,http://www.56135.com/huoyuan/I10888994.html
湖北襄阳枣阳,北京,大理石,2018-12-18,http://www.56135.com/huoyuan/I10888910.html
湖北襄阳枣阳,北京海淀,大理石,2018-12-18,http://www.56135.com/huoyuan/I10888884.html
河南濮阳,北京,M,2018-12-18,http://www.56135.com/huoyuan/I10888553.html
河南开封,北京,蔬菜,2018-12-18,http://www.56135.com/huoyuan/I10888533.html
河南开封,北京,蔬菜,2018-12-18,http://www.56135.com/huoyuan/I10888526.html
河南开封,北京,蔬菜,2018-12-18,http://www.56135.com/huoyuan/I10888490.html
山东东营垦利,北京,汽油,2018-12-18,http://www.56135.com/huoyuan/I10888467.html
黑龙江鹤岗萝北,北京平谷,若干吨,2018-12-18,http://www.56135.com/huoyuan/I10888388.html
黑龙江七台河勃利,北京昌平,若干吨,2018-12-18,http://www.56135.com/huoyuan/I10888380.html
黑龙江七台河勃利,北京平谷,若干吨,2018-12-18,http://www.56135.com/huoyuan/I10888379.html
安徽合肥,北京,冻品,2018-12-18,http://www.56135.com/huoyuan/I10888372.html
河南郑州,北京,冻品,2018-12-18,http://www.56135.com/huoyuan/I10888370.html
河南濮阳,北京,冻品,2018-12-18,http://www.56135.com/huoyuan/I10888368.html
江苏常州,北京,普货,2018-12-18,http://www.56135.com/huoyuan/I10888320.html
浙江杭州,北京,普货,2018-12-18,http://www.56135.com/huoyuan/I10888309.html
江苏镇江,北京,设备,2018-12-18,http://www.56135.com/huoyuan/I10888301.html
江苏镇江,北京延庆,设备,2018-12-18,http://www.56135.com/huoyuan/I10888297.html
广东广州,北京,普货,2018-12-18,http://www.56135.com/huoyuan/I10887970.html
广东深圳,北京东城,轻货,2018-12-18,http://www.56135.com/huoyuan/I10887962.html
广东深圳,北京西城,化工产品,2018-12-18,http://www.56135.com/huoyuan/I10887953.html
广东佛山南海,北京丰台,木材,2018-12-18,http://www.56135.com/huoyuan/I10887903.html
天津,北京,普货,2018-12-18,http://www.56135.com/huoyuan/I10887808.html
上海,北京,水果,2018-12-18,http://www.56135.com/huoyuan/I10887800.html
广东广州,北京,服装鞋包,2018-12-18,http://www.56135.com/huoyuan/I10887797.html
河南南阳镇平,北京海淀,石材,2018-12-18,http://www.56135.com/huoyuan/I10887760.html
河北秦皇岛,北京丰台,建材,2018-12-18,http://www.56135.com/huoyuan/I10887719.html
浙江绍兴,北京,食品,2018-12-18,http://www.56135.com/huoyuan/I10887524.html
西藏拉萨,北京,食品,2018-12-18,http://www.56135.com/huoyuan/I10887426.html
宁夏银川,北京,食品,2018-12-18,http://www.56135.com/huoyuan/I10887422.html
广东佛山,北京,木材,2018-12-18,http://www.56135.com/huoyuan/I10887382.html
广东中山,北京海淀,设备,2018-12-18,http://www.56135.com/huoyuan/I10887364.html
广东广州天河,北京顺义,普货,2018-12-18,http://www.56135.com/huoyuan/I10887205.html
广东广州,北京,门,2018-12-18,http://www.56135.com/huoyuan/I10887106.html
河南焦作,北京,纸类包装,2018-12-18,http://www.56135.com/huoyuan/I10887078.html
安徽合肥长丰,北京延庆,普货,2018-12-18,http://www.56135.com/huoyuan/I10886998.html
河南南阳镇平,北京海淀,石材,2018-12-18,http://www.56135.com/huoyuan/I10886996.html
河南南阳,北京海淀,石材,2018-12-18,http://www.56135.com/huoyuan/I10886995.html
安徽合肥长丰,北京大兴,石材,2018-12-18,http://www.56135.com/huoyuan/I10886994.html
广东广州,北京,普货,2018-12-18,http://www.56135.com/huoyuan/I10886899.html
湖北随州随县,北京顺义,普货,2018-12-18,http://www.56135.com/huoyuan/I10886882.html
湖北荆门沙洋,北京大兴,花生,2018-12-18,http://www.56135.com/huoyuan/I10886881.html
天津静海,北京通州,钢绞线,2018-12-18,http://www.56135.com/huoyuan/I10886870.html
浙江杭州,北京大兴,木材,2018-12-18,http://www.56135.com/huoyuan/I10886868.html
上海,北京,普货,2018-12-18,http://www.56135.com/huoyuan/I10886791.html
天津宁河,北京,大捆草,2018-12-18,http://www.56135.com/huoyuan/I10886778.html
上海,北京,普货,2018-12-18,http://www.56135.com/huoyuan/I10886203.html
上海,北京,日用品,2018-12-18,http://www.56135.com/huoyuan/I10886202.html
上海,北京,冻品,2018-12-18,http://www.56135.com/huoyuan/I10886201.html
上海,北京,6吨,2018-12-18,http://www.56135.com/huoyuan/I10886200.html
上海,北京,助力车,2018-12-18,http://www.56135.com/huoyuan/I10886199.html
上海,北京,快递,2018-12-18,http://www.56135.com/huoyuan/I10886198.html
上海,北京,9吨,2018-12-18,http://www.56135.com/huoyuan/I10886196.html
上海,北京,15吨,2018-12-18,http://www.56135.com/huoyuan/I10886195.html
上海,北京,钢材,2018-12-18,http://www.56135.com/huoyuan/I10886194.html
上海,北京,5吨,2018-12-18,http://www.56135.com/huoyuan/I10886193.html
上海,北京,普货,2018-12-18,http://www.56135.com/huoyuan/I10886192.html
上海,北京,药品,2018-12-18,http://www.56135.com/huoyuan/I10886191.html
上海,北京,水果,2018-12-18,http://www.56135.com/huoyuan/I10886190.html
上海,北京,食品,2018-12-18,http://www.56135.com/huoyuan/I10886189.html
上海,北京,普货,2018-12-18,http://www.56135.com/huoyuan/I10886188.html
上海,北京,快递,2018-12-18,http://www.56135.com/huoyuan/I10886187.html
上海,北京,板材,2018-12-18,http://www.56135.com/huoyuan/I10886186.html
上海,北京,压缩机,2018-12-18,http://www.56135.com/huoyuan/I10886185.html
上海,北京,托盘货,2018-12-18,http://www.56135.com/huoyuan/I10886184.html
上海,北京,食品,2018-12-18,http://www.56135.com/huoyuan/I10886183.html
河南郑州,北京,食品,2018-12-18,http://www.56135.com/huoyuan/I10886174.html
广东佛山,北京,服装鞋包,2018-12-18,http://www.56135.com/huoyuan/I10886135.html
山东威海,北京,普货,2018-12-18,http://www.56135.com/huoyuan/I10886096.html
山东烟台,北京,普货,2018-12-18,http://www.56135.com/huoyuan/I10886094.html
上海,北京,叉车,2018-12-18,http://www.56135.com/huoyuan/I10885958.html
上海,北京,普货,2018-12-18,http://www.56135.com/huoyuan/I10885957.html
上海,北京,冻品,2018-12-18,http://www.56135.com/huoyuan/I10885956.html
上海,北京,10吨,2018-12-18,http://www.56135.com/huoyuan/I10885955.html
上海,北京,快运,2018-12-18,http://www.56135.com/huoyuan/I10885954.html
上海,北京,快递,2018-12-18,http://www.56135.com/huoyuan/I10885953.html
上海,北京,14吨,2018-12-18,http://www.56135.com/huoyuan/I10885952.html
上海,北京,叉车,2018-12-18,http://www.56135.com/huoyuan/I10885951.html
上海,北京,10吨,2018-12-18,http://www.56135.com/huoyuan/I10885950.html
广东广州,北京,设备,2018-12-18,http://www.56135.com/huoyuan/I10885921.html
浙江宁波,北京,药品,2018-12-18,http://www.56135.com/huoyuan/I10885701.html
重庆,北京,饲料,2018-12-18,http://www.56135.com/huoyuan/I10885695.html
浙江宁波,北京,文体用品,2018-12-18,http://www.56135.com/huoyuan/I10885574.html
福建厦门,北京,危险品,2018-12-18,http://www.56135.com/huoyuan/I10885452.html
湖北武汉,北京延庆,设备,2018-12-18,http://www.56135.com/huoyuan/I10885378.html
上海,北京,25吨,2018-12-18,http://www.56135.com/huoyuan/I10885313.html
上海,北京,食品,2018-12-18,http://www.56135.com/huoyuan/I10885312.html
上海,北京,快递,2018-12-18,http://www.56135.com/huoyuan/I10885310.html
上海,北京,食品,2018-12-18,http://www.56135.com/huoyuan/I10885309.html
上海,北京,普货,2018-12-18,http://www.56135.com/huoyuan/I10885161.html
上海,北京,包装食品,2018-12-18,http://www.56135.com/huoyuan/I10885160.html
河南南阳镇平,北京,普货,2018-12-18,http://www.56135.com/huoyuan/I10884957.html
上海,北京,快递,2018-12-18,http://www.56135.com/huoyuan/I10884829.html
江西吉安泰和,北京房山,食品,2018-12-18,http://www.56135.com/huoyuan/I10885931.html
江西吉安泰和,北京房山,食品,2018-12-18,http://www.56135.com/huoyuan/I10885901.html
江西吉安泰和,北京房山,食品,2018-12-18,http://www.56135.com/huoyuan/I10885849.html
江西吉安泰和,北京房山,食品,2018-12-18,http://www.56135.com/huoyuan/I10885666.html
山西晋城高平,北京大兴,普货,2018-12-18,http://www.56135.com/huoyuan/I10884634.html
山东威海,北京,14吨,2018-12-18,http://www.56135.com/huoyuan/I10884623.html
山东济南,北京,食品,2018-12-18,http://www.56135.com/huoyuan/I10884622.html
湖北随州,北京延庆,石材,2018-12-18,http://www.56135.com/huoyuan/I10884432.html
黑龙江哈尔滨双城,北京通州,普货,2018-12-18,http://www.56135.com/huoyuan/I10884276.html
黑龙江哈尔滨双城,北京平谷,普货,2018-12-18,http://www.56135.com/huoyuan/I10884275.html
浙江嘉兴,北京海淀,矿产,2018-12-18,http://www.56135.com/huoyuan/I10884245.html
云南昆明,北京,饮料,2018-12-18,http://www.56135.com/huoyuan/I10884224.html
云南昆明,北京房山,设备,2018-12-18,http://www.56135.com/huoyuan/I10884223.html
重庆,北京延庆,食品,2018-12-18,http://www.56135.com/huoyuan/I10884215.html
北京大兴,北京通州,废彩钢瓦,2018-12-18,http://www.56135.com/huoyuan/I10884208.html
北京,北京,水果,2018-12-18,http://www.56135.com/huoyuan/I10883802.html
河北邢台隆尧,北京,面粉,2018-12-18,http://www.56135.com/huoyuan/I10883552.html
内蒙古,北京,普货,2018-12-18,http://www.56135.com/huoyuan/I10883549.html
内蒙古兴安盟乌兰浩特,北京延庆,散装玉米,2018-12-18,http://www.56135.com/huoyuan/I10883114.html
广东广州,北京,冻肉,2018-12-18,http://www.56135.com/huoyuan/I10883097.html
山东德州,北京,小货,2018-12-18,http://www.56135.com/huoyuan/I10883000.html
广东广州,北京,冻品,2018-12-18,http://www.56135.com/huoyuan/I10882834.html
上海,北京,绿通,2018-12-18,http://www.56135.com/huoyuan/I10882756.html
河北唐山迁安,北京通州,石子,2018-12-18,http://www.56135.com/huoyuan/I10882740.html
湖北十堰张湾,北京大兴,水稻,2018-12-18,http://www.56135.com/huoyuan/I10882671.html
上海,北京,水果,2018-12-18,http://www.56135.com/huoyuan/I10882662.html
湖北随州,北京顺义,普货,2018-12-18,http://www.56135.com/huoyuan/I10882340.html
湖北荆门,北京大兴,花生,2018-12-18,http://www.56135.com/huoyuan/I10882336.html
河南南阳镇平,北京海淀,石材,2018-12-18,http://www.56135.com/huoyuan/I10882300.html
上海,北京,普货,2018-12-18,http://www.56135.com/huoyuan/I10882220.html
海南,北京,玉米,2018-12-18,http://www.56135.com/huoyuan/I10881936.html
黑龙江哈尔滨,北京顺义,散粮,2018-12-18,http://www.56135.com/huoyuan/I10881903.html
黑龙江哈尔滨,北京通州,散粮,2018-12-18,http://www.56135.com/huoyuan/I10881902.html
黑龙江哈尔滨,北京平谷,散粮,2018-12-18,http://www.56135.com/huoyuan/I10881901.html
黑龙江哈尔滨,北京昌平,散粮,2018-12-18,http://www.56135.com/huoyuan/I10881900.html
安徽蚌埠蚌山,北京大兴,水稻,2018-12-18,http://www.56135.com/huoyuan/I10881877.html
上海,北京,普货,2018-12-18,http://www.56135.com/huoyuan/I10881605.html
海南,北京,玉米,2018-12-18,http://www.56135.com/huoyuan/I10881589.html
上海,北京,7吨,2018-12-18,http://www.56135.com/huoyuan/I10881534.html
安徽蚌埠蚌山,北京大兴,普货,2018-12-18,http://www.56135.com/huoyuan/I10881358.html
湖北十堰张湾,北京大兴,普货,2018-12-18,http://www.56135.com/huoyuan/I10881357.html
四川成都彭州,北京,蒜苗,2018-12-18,http://www.56135.com/huoyuan/I10881333.html
四川眉山丹棱,北京,水果,2018-12-18,http://www.56135.com/huoyuan/I10881332.html
四川成都,北京,水果,2018-12-18,http://www.56135.com/huoyuan/I10881331.html
河南开封,北京,冻品,2018-12-18,http://www.56135.com/huoyuan/I10881277.html
山东潍坊,北京,快递,2018-12-18,http://www.56135.com/huoyuan/I10881223.html
山东临沂,北京,快递,2018-12-18,http://www.56135.com/huoyuan/I10881216.html
内蒙古乌兰察布,北京通州,普货,2018-12-18,http://www.56135.com/huoyuan/I10881040.html
内蒙古乌兰察布,北京通州,普货,2018-12-18,http://www.56135.com/huoyuan/I10881034.html
重庆,北京怀柔,建材,2018-12-18,http://www.56135.com/huoyuan/I10880964.html
重庆,北京怀柔,建材,2018-12-18,http://www.56135.com/huoyuan/I10880946.html
内蒙古通辽科尔沁,北京密云,普货,2018-12-18,http://www.56135.com/huoyuan/I10880912.html
内蒙古通辽科尔沁,北京密云,普货,2018-12-18,http://www.56135.com/huoyuan/I10880875.html
江西抚州,北京,钢材,2018-12-18,http://www.56135.com/huoyuan/I10880800.html
天津武清,北京,普货,2018-12-18,http://www.56135.com/huoyuan/I10880785.html
河北唐山滦县,北京,普货,2018-12-18,http://www.56135.com/huoyuan/I10880783.html
河北唐山滦县,北京通州,普货,2018-12-18,http://www.56135.com/huoyuan/I10880782.html
河北唐山滦县,北京,普货,2018-12-18,http://www.56135.com/huoyuan/I10880780.html
河北唐山滦县,北京通州,普货,2018-12-18,http://www.56135.com/huoyuan/I10880779.html
上海,北京,冷藏货,2018-12-18,http://www.56135.com/huoyuan/I10880759.html
山东济南,北京,冷藏货,2018-12-18,http://www.56135.com/huoyuan/I10880757.html
天津武清,北京大兴,普货,2018-12-18,http://www.56135.com/huoyuan/I10880673.html
新疆昌吉,北京,葡萄,2018-12-18,http://www.56135.com/huoyuan/I10880659.html
浙江台州临海,北京,蔬菜,2018-12-18,http://www.56135.com/huoyuan/I10880656.html
新疆昌吉,北京,葡萄,2018-12-18,http://www.56135.com/huoyuan/I10880652.html
浙江台州临海,北京,蔬菜,2018-12-18,http://www.56135.com/huoyuan/I10880649.html
新疆昌吉,北京,葡萄,2018-12-18,http://www.56135.com/huoyuan/I10880645.html
浙江台州临海,北京,蔬菜,2018-12-18,http://www.56135.com/huoyuan/I10880642.html
