公司名称,岗位,所属岗位,薪资,平均薪资（千/月）,地址,所属城区,经度,纬度
天津市滨涛混凝土有限公司,生产调度,调度员,3-4.5千/月,3.75,天津市河北区建昌道59号,河北区,117.233913,39.182052
雷可德高分子（天津）有限公司,仓库主管,仓库主管,1.5千以下/月,#DIV/0!,汉沽现代产业区碧波街28号,滨海新区,117.784815,39.216841
天津东疆港大冷链商品交易市场有限公司,现场调度,调度员,3-3.5千/月,3.25,东疆保税港区邯郸道601号,滨海新区,,
天津市多彩晟嘉包装技术发展有限公司,库管员,仓库管理员,3.5-5千/月,4.25,天津医药医疗器械工业园内,北辰区,117.035994,39.238479
天津柯瑞祥机电设备有限公司,仓库文员,仓库管理员,2.5-4千/月,3.25,天津市津南区海河教育园区,津南区,117.383883,39.02407
上海航利实业有限公司,驻厂仓库管理员,仓库管理员,3-4.5千/月,3.75,九园工业区兴运道1号,北辰区,117.424152,39.458753
天津市通洁高压泵制造有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,赛达工业园兴华二支路与宏源道交口,西青区,117.239009,39.013829
天津兰贝信息科技有限公司,仓库管理员,仓库管理员,1.5千以下/月,#DIV/0!,天津市西青区西青道315号金盛工业园增3号,西青区,117.0511,39.153415
天津市中天泰德机电设备制造有限公司,仓库管理员,仓库管理员,3-3.5千/月,3.25,中北工业园三星路六号,西青区,117.074146,39.111783
江苏飞力达国际物流股份有限公司,仓管员,仓库管理员,2-3千/月,2.5,北京密云,#N/A,116.849716,40.382129
正元盛邦(天津)生物科技有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,天津开发区洞庭路220号天津市国际生物医药联合研究院9层,滨海新区,117.709845,39.087177
杭州诺贝尔陶瓷有限公司,急急急  诚聘调度员,调度员,3.5-4千/月,3.75,河西区解放南路473号环渤海建材大厦910,河西区,117.240147,39.076783
般德阀门科技有限公司,仓库保管员,仓库管理员,5-5.5千/月,5.25,北闸口普惠道37号,津南区,117.413837,38.960926
国能瀚威集团有限公司,调度员,调度员,4.5-6千/月,5.25,南京路75号国际大厦2510,和平区,117.215491,39.122174
纳通医疗集团,物流专员,仓库管理员,4.5-6千/月,5.25,天津市空港经济区经一路318号,东丽区,117.442577,39.113701
天津大富班尼路服饰有限公司,店铺货品管理员（耐克店）,仓库管理员,2.3-4.6千/月,3.45,天津市和平区滨江道282号,和平区,117.203501,39.12756
弗玛仓储（太仓）有限公司,班长,仓库管理员,4.5-6千/月,5.25,杨柳青,西青区,117.021445,39.13467
天津狮桥国际物流有限公司,物流专员（天津）,仓库管理员,4-6千/月,5,滨海新区金蕴道与融义路口华夏金融中心,东丽区,117.689459,39.003195
天津中车风电叶片工程有限公司,仓库主管,仓库主管,6-8千/月,7,天津北辰区高新大道81号,北辰区,117.288714,39.245979
天津进口商品中心有限公司,进口商品库管/仓库管理员,仓库管理员,2-4千/月,3,天津市和平区大理道68号北方国际集团大厦天津进口商品中心,和平区,,
天津市茂联科技有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,天津市经济技术开发区南港工业区富港路9号,滨海新区,,
天津滨海新区兰德食品有限公司,仓库管理员,仓库管理员,3-4千/月,3.5,大港区轻纺经济区纺缘路199号,滨海新区,117.538325,38.841894
天津丰铁汽车部件有限公司,设备管理员,仓库管理员,4-4.5千/月,4.25,天津市北辰区津围公路北辰科技园高新大道45号（地铁3号线小淀方向华北集团站）,北辰区,117.234042,39.233704
天津贝克电气有限公司,库管员,仓库管理员,3-4千/月,3.5,空港经济区中环西路368号,东丽区,117.405772,39.13219
天津中车风电叶片工程有限公司,仓库管理员,仓库管理员,4-6千/月,5,天津北辰区高新大道81号,北辰区,117.288714,39.245979
跨越速运集团有限公司,调度员（夜班）,调度员,4.5-6千/月,5.25,石家庄裕华区经济技术开发区仰伶红馆商务广场A座,裕华区,,
中外运化工国际物流有限公司,仓储客服（汉沽）,仓库管理员,3-4.5千/月,3.75,汉沽区现代产业园瑶山路6号,滨海新区,117.798721,39.221708
天津旭丰和电子股份有限公司,资材担当,仓库管理员,3-5千/月,4,宜兴埠镇宜兴埠工业园区（近华盛道）,北辰区,,
天津比德文科技有限公司,仓管员/库管,仓库管理员,3.5-6千/月,4.75,天津北辰青光,北辰区,117.066273,39.202777
鲜生活冷链物流有限公司,夜班调度,调度员,3-4.5千/月,3.75,杨村镇开发区,武清区,117.07539,39.409269
天津弘方化妆品有限公司,库管,仓库管理员,3-4.5千/月,3.75,卫国道高等教育出版社,河东区,117.291384,39.153159
硕方电子（天津）有限公司,库房主管,仓库主管,4.5-6千/月,5.25,天津河东区新开路万春美钻大厦3楼301室,河东区,117.220317,39.150259
天津市一广人力资源服务有限公司,五金建材 库管,仓库管理员,4.5-7.5千/月,6,华苑,宝坻区,117.135027,39.093449
天津奥尔森物流有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,大港区中港路天津奥尔森物流有限公司,滨海新区,117.422921,38.847621
德迅（中国）货运代理有限公司天津分公司,仓库客户服务（北辰宏鹏工业园）,仓库管理员,4-6千/月,5,经济开发区双辰西路宏鹏工业区B区,北辰区,117.12267,39.281039
天津易蔓糖生物科技有限公司,仓库助理,仓库管理员,3.5-4.5千/月,4,天津市津南双港开发区鑫港一号路2号,津南区,117.317125,39.03339
天津恒丰达塑业股份有限公司,仓库文员,仓库管理员,3-4.5千/月,3.75,小淀镇刘安庄工业区兴安路,北辰区,117.234173,39.232649
北京超思电子技术有限责任公司,仓库管理员,仓库管理员,2-4千/月,3,开发区源泉路17号红日技术转化中心,河北区,117.076433,39.405037
东葛树脂（天津）有限公司,仓库管理员,仓库管理员,2-3千/月,2.5,天津新技术产业园区（环外区）海泰东路6号,西青区,117.109884,39.092515
天津德普威涂料有限公司,库房文员,仓库管理员,3-4.5千/月,3.75,武清区富民开发区C区一经路8号,武清区,117.099873,39.321614
天津鸿宝祥食品科技有限公司,仓库管理员,仓库管理员,3-4千/月,3.5,北辰区,北辰区,117.141401,39.230342
上海华运通仓储配送有限公司,调度员,调度员,4-4.5千/月,4.25,大寺镇泉集北里1号楼1单元202,西青区,117.219749,39.017104
宁波中翔物流有限公司,仓库管理员,仓库管理员,3.5-5千/月,4.25,一汽大众汽车工业园区内,河北区,,
西藏正康药业有限公司,收发货员,搬运工,3-4.5千/月,3.75,天津市武清区泉明路东50米,武清区,117.042427,39.458087
上海津卫塑胶颜料有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,北辰区西堤头,北辰区,117.359999,39.260593
德迅（中国）货运代理有限公司北京分公司,仓库客服（天津北辰）,仓库管理员,4-4.5千/月,4.25,北辰经济开发区双辰西路宏鹏工业园B区,北辰区,117.12267,39.281039
天津诺镁轻合金科技有限公司,五金仓库物管,仓库管理员,3-4.5千/月,3.75,天津静海经济开发区南区泰安道与爱玛路交口向东100米 （天津富士达科技有限公司）,静海县,116.988208,38.890257
美克家居-美克美家/A.R.T/YVVY/ZEST,库管/商品管理[天津],仓库管理员,5-7千/月,6,解放南路483号美克美家,河西区,117.239655,39.07155
上海华运通仓储配送有限公司,现场业务员,搬运工,4-4.5千/月,4.25,大寺镇泉集北里1号楼1单元202,西青区,117.219749,39.017104
天津市仁和办公设备有限公司,仓库助理,仓库管理员,3-4.5千/月,3.75,鞍山西道时代公寓B401,南开区,117.162932,39.118733
蓝海宏业（天津）物流有限公司,装卸工,搬运工,4.5-6千/月,5.25,津围公路北北辰科技园景丽路39号蓝海宏业物流,北辰区,117.237766,39.235437
上海和兆服饰有限公司,仓库管理员,仓库管理员,5-7千/月,6,天津仓库,河北区,117.259845,39.098743
沈阳递家物流股份有限公司,物流调度,调度员,4-6千/月,5,天津,河北区,117.20952,39.093669
天津市仁合峻成科技发展有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,赛达国际工业城,西青区,117.232225,38.978035
天津永祥物流有限公司,运输调度,调度员,4-6千/月,5,天津市滨海新区跃进路航运贸易大厦5号楼2103室-1,滨海新区,117.747244,39.03101
天津市康尔医疗器械有限公司,仓库管理员,仓库管理员,2-3千/月,2.5,大碱厂镇国泰道,武清区,117.093692,39.480512
天津市叁零叁建材有限公司,储运主管,仓库主管,4-6千/月,5,西青区大明道与外环线交口,西青区,117.115466,39.16921
天津皓硕金属制品有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,天津市静海区陈官屯镇陈大路18号,静海县,,
广东元宝食品有限公司,仓库文员,仓库管理员,3-4千/月,3.5,广东省南沙区东涌镇天益大道1号,番禺区,113.451514,22.875917
深圳市奥丁格啤酒销售有限公司,外派调度专员（上海+天津）,调度员,5-6千/月,5.5,天津北辰区西堤头镇陆港一纬路9号,北辰区,117.331263,39.246624
兆航物流南北二区,叉车司机,调度员,3.5-3.8千/月,3.65,空港经济区经一路与玮十路交口中国移动华北大区物流中心,东丽区,117.439151,39.111877
兆航物流南北二区,仓库管理员,仓库管理员,3.5-3.8千/月,3.65,空港经济区经一路与玮十路交口中国移动华北大区物流中心,东丽区,117.439151,39.111877
天津新伟祥工业有限公司,资材部事务员,仓库管理员,4.5-6千/月,5.25,上马台开发区金发路2号,武清区,117.268561,39.396935
天津华德瑞宝国际贸易有限公司,电商库管,仓库管理员,3.5-5千/月,4.25,乐园道2号乐园大厦12楼A座,河西区,117.226104,39.097694
瑞达南洋（天津）机电设备安装有限公司,仓库文员,仓库管理员,3-4.5千/月,3.75,中新生态城,滨海新区,117.747772,39.129275
天纳克富晟（天津）汽车零部件有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,天津市宁河区北淮淀乡南淮淀村一汽大众华北基地内,宁河县,117.579344,39.245277
中联信达（天津）科技发展有限公司,库管员,仓库管理员,3-5千/月,4,九园工业园区北环路9号,宝坻区,117.442932,39.452602
天津凯德实业有限公司,仓库管理员,仓库管理员,2-3千/月,2.5,天津市空港经济区保税路350号,东丽区,117.399334,39.137449
天津捷众汽车销售有限公司,库管员,仓库管理员,3-4.5千/月,3.75,天津静海经济开发区金海道与金文路交口一汽大众4s店,静海县,116.968401,38.93821
伍尔特(天津)电子有限公司,仓库管理员,仓库管理员,3-4千/月,3.5,天津市华苑产业园区（环外）海泰发展六道7号,西青区,117.132339,39.092862
天津塘沽瓦特斯阀门有限公司,仓库管理员,仓库管理员,3-4千/月,3.5,天津塘沽区金江路1999号,滨海新区,117.678116,39.065689
天津信嘉诚科技有限公司,招聘物流实习生,仓库管理员,3-4.5千/月,3.75,塘沽第九大街,滨海新区,117.656946,39.076957
天津信嘉诚科技有限公司,招聘库管,仓库管理员,4.5-6千/月,5.25,天津塘沽开发区第九大街,滨海新区,117.69915,39.071124
天津市捷士通科技有限公司,仓库管理员,仓库管理员,4.5-6千/月,5.25,中关村可信产业园,北辰区,117.125596,39.285478
天津市博业医药有限公司,库房管理员,仓库管理员,3-4.5千/月,3.75,.,河北区,,
上海无忧供应链管理有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,天津市北辰区高新大道景观路青年公寓412号,北辰区,,
上海无忧供应链管理有限公司,仓库调度,调度员,4.5-6千/月,5.25,天津市北辰区高新大道景观路青年公寓412号,北辰区,,
上海无忧供应链管理有限公司,仓库主管,仓库主管,5.5-6千/月,5.75,天津市北辰区高新大道景观路青年公寓412号,北辰区,117.254634,39.240318
安得智联科技股份有限公司,仓库管理员(职位编号：001),仓库管理员,3-4.5千/月,3.75,天津市北辰区陆路港物流装备产业园区天津美安物流园,北辰区,,
天津扬天科技有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,金坪路10号,河北区,117.141817,39.124532
天津信鸿医疗科技股份有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,东丽区华明低碳产业基地B2座三层,东丽区,117.358755,39.174626
安得智联科技股份有限公司,配送员(职位编号：003),调度员,3-4.5千/月,3.75,北辰区陆路港物流装备产业园区天津美安物流园,北辰区,,
西安源森生物科技有限公司,仓储主管,仓库主管,6-8千/月,7,天津市滨海高新区滨海科技园康泰大道59号  天津九州通绿谷健康产业园17号楼,东丽区,117.512316,39.142011
中施柯朗（天津）污泥治理处理工程股份有限公司,库房管理员兼接待员,仓库管理员,3-4.5千/月,3.75,天津市静海县开发区广海道华夏科技园4排9号10号,静海县,117.01208,38.944911
天津弘方化妆品有限公司,库管,仓库管理员,3-4.5千/月,3.75,东丽区新中村闽中路邮局院内2号库,东丽区,,
浩群（天津）工程科技发展有限公司,仓库管理员,仓库管理员,2.5-4.5千/月,3.5,天津市西青区大寺微电子工业园中晓园8-C,西青区,117.240689,39.007537
嘉里大通物流有限公司天津分公司,车辆调度,调度员,3-4.5千/月,3.75,卫国道204号高等教育出版社院内,东丽区,,
